x,y,z,i,j,k
7620.000000,12357.000000,10578.000000,561,306,937
11328.000000,14180.000000,8969.000000,561,937,681
11589.000000,9617.000000,6751.000000,67,767,36
11676.000000,10527.000000,9014.000000,67,518,971
7882.000000,14053.000000,12283.000000,67,971,767
12112.000000,8468.000000,8515.000000,85,164,722
11075.000000,5838.000000,8882.000000,767,306,36
8918.000000,10082.000000,5199.000000,238,722,681
11998.000000,10338.000000,6251.000000,67,36,518
9487.000000,10508.000000,10778.000000,937,238,681
9034.000000,11374.000000,9783.000000,922,702,250
8288.000000,10309.000000,9383.000000,238,702,722
11453.000000,11232.000000,11233.000000,972,971,164
11340.000000,8465.000000,7992.000000,185,722,270
10209.000000,9468.000000,7789.000000,320,972,945
8930.000000,7451.000000,9032.000000,518,36,681
10700.000000,10013.000000,9877.000000,267,972,164
12260.000000,12003.000000,12710.000000,396,116,867
8154.000000,8962.000000,11357.000000,767,971,972
13797.000000,9901.000000,10711.000000,922,470,995
10336.000000,14450.000000,10626.000000,561,36,306
8278.000000,9455.000000,9951.000000,185,961,971
7270.000000,9313.000000,6263.000000,306,250,937
8985.000000,13501.000000,7048.000000,312,320,116
9791.000000,8901.000000,10103.000000,312,48,320
10321.000000,8758.000000,9886.000000,315,978,48
10928.000000,11017.000000,9788.000000,267,945,972
9271.000000,10792.000000,10328.000000,396,48,116
12260.000000,11570.000000,8289.000000,922,306,978
11614.000000,8525.000000,7267.000000,315,48,396
12110.000000,10290.000000,8512.000000,85,995,164
12465.000000,11446.000000,7926.000000,702,995,722
12873.000000,11942.000000,9948.000000,419,972,320
11235.000000,12052.000000,13560.000000,116,995,867
12398.000000,13429.000000,10034.000000,419,767,972
9053.000000,11732.000000,9583.000000,85,722,995
14011.000000,8091.000000,14452.000000,419,320,767
9099.000000,12247.000000,9208.000000,250,702,238
10522.000000,10771.000000,8025.000000,267,995,945
8165.000000,7519.000000,9263.000000,937,250,238
11530.000000,10723.000000,10238.000000,470,867,995
13217.000000,9158.000000,10246.000000,74,267,164
14074.000000,11898.000000,8548.000000,74,995,267
10795.000000,8009.000000,7555.000000,116,320,945
11917.000000,10015.000000,7725.000000,116,945,995
7769.000000,8407.000000,11411.000000,48,978,320
10850.000000,8519.000000,10937.000000,922,250,306
9533.000000,10222.000000,5968.000000,561,681,36
10347.000000,6043.000000,4806.000000,922,995,702
11601.000000,8967.000000,9351.000000,922,396,470
11502.000000,9358.000000,6153.000000,315,396,978
10296.000000,8462.000000,8497.000000,312,116,48
9095.000000,12719.000000,11729.000000,74,164,995
5851.000000,9832.000000,8359.000000,961,164,971
11141.000000,9203.000000,10909.000000,270,722,164
14203.000000,9621.000000,10169.000000,767,320,978
10955.000000,8330.000000,9444.000000,270,164,961
13078.000000,10191.000000,9523.000000,185,681,722
11081.000000,10766.000000,9099.000000,185,270,961
12619.000000,9449.000000,11288.000000,767,978,306
10860.000000,11810.000000,9001.000000,518,681,185
10873.000000,8450.000000,10328.000000,922,978,396
12369.000000,9526.000000,11813.000000,396,867,470
10198.000000,7178.000000,11895.000000,518,185,971
12282.000000,12918.000000,9929.000000,
13750.000000,11257.000000,12134.000000,
6914.000000,13278.000000,9244.000000,
16162.000000,13254.000000,12674.000000,
11155.000000,6601.000000,9621.000000,
9189.000000,9586.000000,11236.000000,
13747.000000,10999.000000,11361.000000,
10815.000000,10790.000000,9912.000000,
11420.000000,5598.000000,11490.000000,
13030.000000,13327.000000,8952.000000,
6604.000000,14106.000000,6340.000000,
7847.000000,11405.000000,8901.000000,
14198.000000,10861.000000,8450.000000,
13809.000000,11309.000000,10929.000000,
9912.000000,10605.000000,10392.000000,
9565.000000,14158.000000,9369.000000,
10411.000000,9574.000000,8947.000000,
10207.000000,11503.000000,13208.000000,
8482.000000,11983.000000,9332.000000,
10533.000000,11341.000000,12051.000000,
7214.000000,7140.000000,10981.000000,
4666.000000,13869.000000,8727.000000,
9746.000000,10357.000000,5209.000000,
7672.000000,10733.000000,8618.000000,
9373.000000,7485.000000,11015.000000,
10790.000000,9240.000000,11436.000000,
13071.000000,11806.000000,7068.000000,
9070.000000,10725.000000,8568.000000,
12110.000000,11347.000000,9257.000000,
6007.000000,10381.000000,7999.000000,
9819.000000,14423.000000,6985.000000,
10033.000000,11076.000000,10192.000000,
9631.000000,6546.000000,10624.000000,
10351.000000,11399.000000,9488.000000,
11700.000000,11991.000000,7770.000000,
13580.000000,5281.000000,9942.000000,
13927.000000,10655.000000,8258.000000,
15180.000000,12205.000000,8949.000000,
12161.000000,10814.000000,8870.000000,
11401.000000,12859.000000,8092.000000,
7618.000000,10807.000000,12815.000000,
7615.000000,5673.000000,8980.000000,
7887.000000,11291.000000,7843.000000,
6736.000000,9821.000000,9488.000000,
11386.000000,12008.000000,11024.000000,
11899.000000,8083.000000,10217.000000,
7830.000000,9623.000000,7673.000000,
10036.000000,11421.000000,9339.000000,
11684.000000,7862.000000,11228.000000,
12102.000000,7344.000000,12065.000000,
9444.000000,5314.000000,8805.000000,
8464.000000,12290.000000,8540.000000,
8703.000000,7444.000000,4397.000000,
7047.000000,13297.000000,10343.000000,
13289.000000,11667.000000,12786.000000,
10056.000000,11891.000000,8298.000000,
8196.000000,8145.000000,8744.000000,
11606.000000,9923.000000,12951.000000,
8497.000000,10253.000000,9085.000000,
9014.000000,9648.000000,12059.000000,
9475.000000,9042.000000,11421.000000,
10535.000000,9314.000000,8925.000000,
10124.000000,6108.000000,9403.000000,
12658.000000,15061.000000,12980.000000,
10260.000000,10515.000000,8182.000000,
7716.000000,11376.000000,8390.000000,
12349.000000,9293.000000,10918.000000,
8208.000000,8999.000000,11563.000000,
9358.000000,8377.000000,14433.000000,
7753.000000,8086.000000,8799.000000,
8832.000000,10057.000000,10401.000000,
9614.000000,6411.000000,9324.000000,
9415.000000,7215.000000,8613.000000,
7270.000000,7735.000000,9190.000000,
8444.000000,10082.000000,9054.000000,
5253.000000,9832.000000,11087.000000,
7775.000000,8340.000000,8797.000000,
11782.000000,6208.000000,9475.000000,
14493.000000,12017.000000,12535.000000,
11179.000000,9210.000000,8345.000000,
7403.000000,12078.000000,7804.000000,
